Year,Page,Question_Number,Question_Type,Instruction,Comprehension_Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2020,2,8,objective,,,,"A major difference between power and authority is that, authority is ________",scarcely exercised,more dependent on coercion,acquired popularly,exercised through force,C,https://myschool.ng/classroom/government/57802?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,9,objective,,,,Political participation can take the form of __________,belonging to a trade union,being a member of a pressure group,canvassing for votes,organizing festival for good harvest,C,https://myschool.ng/classroom/government/57810?exam_type=waec&exam_year=2020&type=obj&page=2
2020,2,10,objective,,,,Which of the following is a disadvantage of proportional representation?,encourages rigging,promotes strong government,makes for easy decision making in parliament,is difficult and cumbersome to operate,D,https://myschool.ng/classroom/government/57812?exam_type=waec&exam_year=2020&type=obj&page=2
2020,3,11,objective,,,,The sum total of authority in a state unrestrained by law is _______,monarchy,society,oligarchy,sovereign,C,https://myschool.ng/classroom/government/57814?exam_type=waec&exam_year=2020&type=obj&page=3
2020,3,12,constitution,,,,The flexibility and rigidity of the constitution refer to the __________,sources of constitution,making of constitution,ease of amending constitution,coding of constitution,C,https://myschool.ng/classroom/government/57819?exam_type=waec&exam_year=2020&type=obj&page=3
2020,3,13,objective,,,,The observance of Rule of Law in a state requires _________,an independent judiciary,an ineffective police system,a flexible constitution,existence of a two-party system,A,https://myschool.ng/classroom/government/57821?exam_type=waec&exam_year=2020&type=obj&page=3
2020,3,14,objective,,,,The principle of separating the judiciary from the other organs of government and making it free from executive and legislative influence is termed __________,judiciary,judicial review,separation of powers,fusions of powers,C,https://myschool.ng/classroom/government/57827?exam_type=waec&exam_year=2020&type=obj&page=3
2020,3,15,objective,,,,The right to respect the personality of the individual is a _________,civil right,natural right,social right,economic right,B,https://myschool.ng/classroom/government/57830?exam_type=waec&exam_year=2020&type=obj&page=3
2020,4,16,constitution,,,,Which of the following constitutional provisions gives a high degree of autonomy to component parts of a unitary state?,Devolution,Delegation,Divestiture,Declaration,A,https://myschool.ng/classroom/government/57833?exam_type=waec&exam_year=2020&type=obj&page=4
2020,4,17,objective,,,,The following are redresses available at the courts for aggrieved people except _________,injunction,mandamus,certiorari,prorogation,D,https://myschool.ng/classroom/government/57837?exam_type=waec&exam_year=2020&type=obj&page=4
2020,4,18,objective,,,,Which of the following usually leads to the curtailment of the rights of citizens?,transitional period,granting of presidential pardon,period of constitutional pardon,violent socio-political unrest,D,https://myschool.ng/classroom/government/57921?exam_type=waec&exam_year=2020&type=obj&page=4
2020,4,19,objective,,,,The national secretariat of a political party is managed by the ________,presidential candidate,funding members,national chairman and general secretary,national executive and youth organizer,C,https://myschool.ng/classroom/government/57926?exam_type=waec&exam_year=2020&type=obj&page=4
2020,4,20,objective,,,,The type of election which allows party members to elect candidates for elective offices is _________,general election,bye election,direct election,primary election,D,https://myschool.ng/classroom/government/57928?exam_type=waec&exam_year=2020&type=obj&page=4
2020,5,21,objective,,,,An opposition party which sees itself as ''government -in-waiting'' is called ______,shadow government,caretaker government,national government,responsible government,A,https://myschool.ng/classroom/government/57933?exam_type=waec&exam_year=2020&type=obj&page=5
2020,5,22,objective,,,,The document which sets out the programme of a political party and guides the electorate to vote for it is the ________,constitution,electoral register,manifesto,white paper,C,https://myschool.ng/classroom/government/57936?exam_type=waec&exam_year=2020&type=obj&page=5
2020,5,23,objective,,,,An advantage of a two-party system is that it __________,simplifies the electoral process,ensures winner takes all,protects the electoral commission,protects the electorate from votr buying,A,https://myschool.ng/classroom/government/57941?exam_type=waec&exam_year=2020&type=obj&page=5
2020,5,24,objective,,,,Which of the following is a non-partisan organisation with the aim of influencing government policies?,Political party,Pressure group,Humanitarian,Relief organization,B,https://myschool.ng/classroom/government/57945?exam_type=waec&exam_year=2020&type=obj&page=5
2020,5,25,objective,,,,The collective views held by majority of citizens of a country about a particular policy is _________,national interest,public opinion,commentary,bullentin,B,https://myschool.ng/classroom/government/57951?exam_type=waec&exam_year=2020&type=obj&page=5
2020,6,26,objective,,,,An institution under the executive arm of government responsible for formulating and implementing government policies is the ________,public service,public corporation,civil service,judicial service,C,https://myschool.ng/classroom/government/57957?exam_type=waec&exam_year=2020&type=obj&page=6
2020,6,27,objective,,,,The following are means of controlling public corporation except _________,legislative control,judicial control,ministerial control,chief of staff control,D,https://myschool.ng/classroom/government/57963?exam_type=waec&exam_year=2020&type=obj&page=6
2020,6,28,constitution,,,,The institution established by the constitution to be responsible for recruiting personnel into the civil service is the ___________,personnel management office,office of the president,National labour commission,Public service commission,D,https://myschool.ng/classroom/government/57967?exam_type=waec&exam_year=2020&type=obj&page=6
2020,6,29,objective,,,,"If a winner emerges in an election as a result of his/her votes being more than the combined votes of the opposing contestants, what types of electoral system is being practised?",Absolute majority,plurality,second ballot,alternative vote,A,https://myschool.ng/classroom/government/57988?exam_type=waec&exam_year=2020&type=obj&page=6
2020,6,30,objective,,,,Which of the following is a function of an electoral commission?,adjudicating election petitions,provision of electoral registers,disciplining personnel in the civil service,promotion of public servants,B,https://myschool.ng/classroom/government/58002?exam_type=waec&exam_year=2020&type=obj&page=6
2020,7,31,objective,,,,Which of the following is not an electoral malpractice?,impersonation,threatening,campaigning for a candidate,gerrymandering,C,https://myschool.ng/classroom/government/58003?exam_type=waec&exam_year=2020&type=obj&page=7
2020,7,32,objective,,,,Local government sources of revenue can best be improved through?,schools,the collection of import duties,the provision of housing units,cottage industries,D,https://myschool.ng/classroom/government/58004?exam_type=waec&exam_year=2020&type=obj&page=7
2020,7,33,objective,,,,"Public opinion is important in that, it ________",helps political parties to assess their policies,creates delays in the execution of policies,may be unreliable and misleading,can be manipulated by political opponents,A,https://myschool.ng/classroom/government/58005?exam_type=waec&exam_year=2020&type=obj&page=7
2020,7,34,objective,,,,One of the features of pressure groups is that all members ________,are rich,think in the same way,have similar interests,oppose the government,C,https://myschool.ng/classroom/government/58006?exam_type=waec&exam_year=2020&type=obj&page=7
2020,7,35,objective,,,,"Which of the following modes of operation of pressure group undermines the economic, social and political stability of the state ________",Lobbying,symposia,strikes,debates,C,https://myschool.ng/classroom/government/58007?exam_type=waec&exam_year=2020&type=obj&page=7
2020,8,36,objective,,,,The police perform all the following functions except ________,Public execution of law breakers,prosecuting law breakers,protection of life and property,enforcement of law and order,A,https://myschool.ng/classroom/government/58008?exam_type=waec&exam_year=2020&type=obj&page=8
2020,8,37,objective,,,,Which of the following is a reason for the failure of the assimilation policy in French West Africa?,The change in name of their culture,The refusal of the African to be culturally colonized,The paternal policy of the French,Bribery of the opinion leaders by the French,B,https://myschool.ng/classroom/government/58009?exam_type=waec&exam_year=2020&type=obj&page=8
2020,8,38,objective,,,,The capital of the French Federation of West Africa states was located in?,"Bamako, Mali","Dakar, Senegal",Conakry. Guinea,"Niamey,Niger",B,https://myschool.ng/classroom/government/58010?exam_type=waec&exam_year=2020&type=obj&page=8
2020,8,39,objective,,,,"Under the crown colony system of administration, major policies were implemented in the colonies by the ________",Chiefs and their elders,Secretary of states for the colonies,Chiefs and the British,Colonial governor,D,https://myschool.ng/classroom/government/58011?exam_type=waec&exam_year=2020&type=obj&page=8
2020,8,40,objective,,,,One way of improving productivity in the public service is through?,promotion without examination,higher salaries and allowances,increase in working hours,open door policy,B,https://myschool.ng/classroom/government/58012?exam_type=waec&exam_year=2020&type=obj&page=8
2020,9,41,objective,,,,"Which of the following made the colonial Government a "" Virtual Dictator""?",Legislative council,Executive council,appointment of departmental heads,Reserved veto powers,D,https://myschool.ng/classroom/government/58013?exam_type=waec&exam_year=2020&type=obj&page=9
2020,9,42,objective,,,,Which of the following is a feature of the French policy of Association?,Elevation of the position of the chiefs,French citizenship to subjects,scholarships to needy students,language barrier and race,B,https://myschool.ng/classroom/government/58014?exam_type=waec&exam_year=2020&type=obj&page=9
2020,9,43,objective,,,,The African Union is most often unable to resolve conflicts because of _________,financial weekness,absence of African High Command,Differences in Culture,Language barrier and race,D,https://myschool.ng/classroom/government/58015?exam_type=waec&exam_year=2020&type=obj&page=9
2020,9,44,objective,,,,The formation of the African Union is aimed at achieving a wider goal of ________,cultural integration,continental government,national solidarity,African identity,D,https://myschool.ng/classroom/government/58016?exam_type=waec&exam_year=2020&type=obj&page=9
2020,9,45,objective,,,,"A major advantage of a country's foreign policy is that, it __________",encourages infringement on the territories of other states,promotes the country's national interest,stimulates political activities in the state,promotes understanding between the leaders and the led,B,https://myschool.ng/classroom/government/58017?exam_type=waec&exam_year=2020&type=obj&page=9
2020,10,46,objective,,,,The West African Students Union (WASU) was formed by _______,Siaka Stevens,K. A. Gbedemah,E.F Small,Oladipo Solake,D,https://myschool.ng/classroom/government/58018?exam_type=waec&exam_year=2020&type=obj&page=10
2020,10,47,objective,,,,A military coup d'etat is followed by _________,enforcement of fundamental human rights,suspension of the constitution,breaking of diplomatic relations with foreign countries,mass importation of firearms,B,https://myschool.ng/classroom/government/58019?exam_type=waec&exam_year=2020&type=obj&page=10
2020,10,48,objective,,,,Which of the following countries is a unitary state?,Nigeria,Egypt,Ghana,Canada,,https://myschool.ng/classroom/government/58020?exam_type=waec&exam_year=2020&type=obj&page=10
2020,10,49,objective,,,,Which of the following does not influence a country's foreign policy?,Desire for foreign investments,"International law, Conventions and Treaties",Religion and racial factors,Age of the leader,D,https://myschool.ng/classroom/government/58021?exam_type=waec&exam_year=2020&type=obj&page=10
2020,10,50,objective,,,,The National Congress of British West Africa (NCBWA) was founded in _______,Sierra Leone,Liberia,Ghana,Nigeria,C,https://myschool.ng/classroom/government/58023?exam_type=waec&exam_year=2020&type=obj&page=10
2021,1,1,objective,,,,An undesirable attribute of capitalism is mostly seen in,freedom of choice,exploitation of labour,efficient production of goods and services,effective utilization of labour,B,https://myschool.ng/classroom/government/60781?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,2,constitution,,,,A constitution that requires an absolute majority of members of parliament to amend is a,confederal constitution,federal constitution,flexible constitution,rigid constitution,D,https://myschool.ng/classroom/government/60782?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,3,objective,,,,What is the term given to the action of discontinuing a session of a parliament or other legislative assembly without dissolving,Adjournment,Postponement,Prorogation,Recess,C,https://myschool.ng/classroom/government/60783?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,4,objective,,,,"In a monocephalous executive system of government, all executive powers are vested in the",Chief Justice,President,Prime Minister,Speaker,B,https://myschool.ng/classroom/government/60786?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,5,objective,,,,The action programme of a political party intended to be carried out when political power is won is known as,code of conduct,party constitution,party survey,manifesto,D,https://myschool.ng/classroom/government/60789?exam_type=waec&exam_year=2021&type=obj&page=1
2021,2,6,objective,,,,What does the mass media rely on to gauge public opinion?,Influential citizens,propaganda and interviews,polls and survey,Rumors and gossip,C,https://myschool.ng/classroom/government/60791?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,7,objective,,,,Which of the following options is the role of a newspaper in a state?,Determines government appointment,Disseminates information,Ensures fairness in newspaper circulation,Ensures fair distribution of relief items,B,https://myschool.ng/classroom/government/60793?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,8,objective,,,,The Civil Services helps the government to,recruit personnel for the army,develop and implement policies effectively,maintain instability in the state,stay in power for a long time.,B,https://myschool.ng/classroom/government/60797?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,9,objective,,,,A citizen is barred from active politics when employed as a,university lecturer,priest,civil servant,journalist,C,https://myschool.ng/classroom/government/60801?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,10,objective,,,,Citizens' political participation is best practised under a,militant pressure group,neighborhood vigilante group,cooperative society,political party,D,https://myschool.ng/classroom/government/60804?exam_type=waec&exam_year=2021&type=obj&page=2
2021,3,11,objective,,,,The most important function of government is to ensure the,building of offices and houses,judiciary is well resourced,second arm of government is respected,security of the citizens,D,https://myschool.ng/classroom/government/60806?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,12,objective,,,,The right to an adequate standard of living falls under,civil rights,economic right,free market economy,right to life,B,https://myschool.ng/classroom/government/60810?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,13,objective,,,,People's political values are continuously shaped by the following agents except,education,family,media,ombudsman,D,https://myschool.ng/classroom/government/60814?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,14,objective,,,,In which political system were there two levels of government with considerable devolution?,Capitalism,Federalism,Fascism,Unitarism,B,https://myschool.ng/classroom/government/60817?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,15,objective,,,,A system of government in which people elect their lawmakers and make them accountable for their actions and inactions in government is,a representative government,first-past-the-post government,an oligarchy government,checks and balances system of government,A,https://myschool.ng/classroom/government/60821?exam_type=waec&exam_year=2021&type=obj&page=3
2021,4,16,objective,,,,Which territories in British West Africa did the colonial government exercise limited jurisdiction?,Conquered states,Mandated territories,protectorates,Trust territories,C,https://myschool.ng/classroom/government/60824?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,17,objective,,,,One of the following French West African colonies was the first to gain independence,Benin,Burkina Faso,Guinea,Togo,C,https://myschool.ng/classroom/government/60829?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,18,objective,,,,"The struggle by the chiefs and people of West Africa against political, social and economic dominance by European powers was referred to as",imperialism,nationalism,neo-colonialism,liberation,B,https://myschool.ng/classroom/government/60834?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,19,objective,,,,The European imperialist penetration into West Africa was primarily motivated by the following considerations except,compassion,economic,social,military,A,https://myschool.ng/classroom/government/60839?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,20,objective,,,,Which policy made the colonised French West African partners with France in her colonial project?,Assimilation policy,Association policy,Indirect rule policy,Loi Cadre,B,https://myschool.ng/classroom/government/60848?exam_type=waec&exam_year=2021&type=obj&page=4
2021,5,21,objective,,,,The British colonial governor in West Africa wielded sweeping powers by virtues of,the land tenure system,drafting laws,tax collection,veto power,D,https://myschool.ng/classroom/government/60849?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,22,objective,,,,The action plan by African countries under the New Partnership for Africa's Development (NEPAD) aimed at tackling the following issues except,economic,political,religious,social,C,https://myschool.ng/classroom/government/60851?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,23,objective,,,,What motivated the adoption of the Indirect Rule system by the British in her West African colonies?,Effective and efficient tax system was in place,Chiefs did not have the power to make laws,Educated elites were in bed with the British government,The land was fertile for cash crop farming,A,https://myschool.ng/classroom/government/60852?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,24,objective,,,,The Economic Community for West African States (ECOWAS) was established primarily to,create a common currency for member countries,prevent neo-colonialism,sideline French West African countries in economic activities,Promote economic growth and development among member states.,D,https://myschool.ng/classroom/government/60974?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,25,objective,,,,The media can best contribute to the democratic process of a country by,lobbying ministers to be in their good books,setting the agenda for good government,inciting strikes and demonstrations,recounting the achievements of the government in power,B,https://myschool.ng/classroom/government/60977?exam_type=waec&exam_year=2021&type=obj&page=5
2021,6,26,objective,,,,Public Corporations can deliver on their mandate if,incidence of corporation and mismanagement were dealt with,loans were secured to pay staff well,politicians were members of the board,religious institutions pray for their success,A,https://myschool.ng/classroom/government/60978?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,27,objective,,,,Citizenship of a state is based on the following requirements except,birth,marriage,education,naturalization,C,https://myschool.ng/classroom/government/60980?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,28,objective,,,,One-party system encourages and often ends up in,democracy,dictatorship,fair electoral contest,freedom of expression,B,https://myschool.ng/classroom/government/60981?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,29,objective,,,,Which of the following tools is not used by pressure groups to achieve with their aim?,Boycotts,Demonstrations,Elections,Strikes,C,https://myschool.ng/classroom/government/60982?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,30,objective,,,,Frequent military coup d'etats which topple elected governments negatively affect and stall,education,culture and religion,health,democratic gains,D,https://myschool.ng/classroom/government/60984?exam_type=waec&exam_year=2021&type=obj&page=6
2021,7,31,objective,,,,How beneficial is delegated legislation to the democratic process? It,aids lawmakers to become experts in legislation,cannot be applied during period of crises,helps to discipline personnel in the civil service,permits handling of certain aspect of legislation by non-technocrats,D,https://myschool.ng/classroom/government/60987?exam_type=waec&exam_year=2021&type=obj&page=7
2021,7,32,objective,,,,Local government performs a number of functions on behalf of the central government in the form of,employing police officers,ensuring people attend religious institutions of prayers,mobilizing of resources of development,punishing opposition or dissent,C,https://myschool.ng/classroom/government/60989?exam_type=waec&exam_year=2021&type=obj&page=7
2021,7,33,objective,,,,"In an environment of press freedom, the media plays the role of",articulating views of individuals,inciting people to be lawless,projecting individuals above the state,highlighting only the activities of government,A,https://myschool.ng/classroom/government/60993?exam_type=waec&exam_year=2021&type=obj&page=7
2021,7,34,objective,,,,"Chiefs under the Indirect Rule system were used to carry out unpopular tasks, one of which was",enforcement of Western education,establishment of churches,military conscription,presiding over native courts,D,https://myschool.ng/classroom/government/60995?exam_type=waec&exam_year=2021&type=obj&page=7
2021,7,35,objective,,,,In restoring peace and security to Liberia and Sierra Leone the Economic Community of West African States (ECOWAS) deployed a military force known as,Regional Armed Forces (RAF),Peace Keeping Force of West Africa (PKFWA),ECOWAS Ceasefire Monitoring Group (ECOMOG),ECOWAS heads of State and Government,C,https://myschool.ng/classroom/government/61002?exam_type=waec&exam_year=2021&type=obj&page=7
2021,8,36,objective,,,,The desire for foreign investments and overseas markets had become the driving force behind many West African countries,educational policy,foreign policy,campaign tool,dream ideology,B,https://myschool.ng/classroom/government/61004?exam_type=waec&exam_year=2021&type=obj&page=8
2021,8,37,objective,,,,Citizenship does not only go with rights but also the performance of,compulsory military service,compulsory teaching,certain obligations and duties,certain religious rites,C,https://myschool.ng/classroom/government/61178?exam_type=waec&exam_year=2021&type=obj&page=8
2021,8,38,objective,,,,"Taking over power, military governments disregard democratic protocols and rule mainly by",decrees,popular acclamation,jury,court martial,A,https://myschool.ng/classroom/government/61179?exam_type=waec&exam_year=2021&type=obj&page=8
2021,8,39,objective,,,,Which electoral system best suits a heterogeneous political environment?,Non-transferable votes,Preferential ballot,Proportional representation,Run-off election,C,https://myschool.ng/classroom/government/61180?exam_type=waec&exam_year=2021&type=obj&page=8
2021,8,40,objective,,,,Judicial review in a democratic environment is an aspect of,checks and balances,a check on the legislature,a check on the executive and the media,ensuring the police assist the judiciary in its work,A,https://myschool.ng/classroom/government/61181?exam_type=waec&exam_year=2021&type=obj&page=8
2021,9,41,objective,,,,"One advantage of a multi-party system is that, the",electorate have wide range of choice,educated elite represents their people in parliament,executive is not restrained by law,party in power creates employment for all sympathizers,A,https://myschool.ng/classroom/government/61183?exam_type=waec&exam_year=2021&type=obj&page=9
2021,9,42,objective,,,,The following factors motivated the formation and growth of political parties in British West African territories except,external socio-political factors,improvement in communication network,membership of legislative council,the role of newspapers,B,https://myschool.ng/classroom/government/61184?exam_type=waec&exam_year=2021&type=obj&page=9
2021,9,43,objective,,,,Undue political interference in the work of electoral management bodies in West Africa has the potential to,ensure fairness and transparency in their operations,employ qualified returning officers,erode the independence of the institution,make all parties accept election result.,C,https://myschool.ng/classroom/government/61185?exam_type=waec&exam_year=2021&type=obj&page=9
2021,9,44,theory,,,,A person who is denied the right to vote is described as,uncivilized,disenfranchised,civil servant,non-partisan,B,https://myschool.ng/classroom/government/61186?exam_type=waec&exam_year=2021&type=obj&page=9
2021,9,45,objective,,,,Public corporation is a semi-independent statutory body established by,an act of parliament,a civil service commission,a private sector initiative,free zones board,A,https://myschool.ng/classroom/government/61189?exam_type=waec&exam_year=2021&type=obj&page=9
2021,10,46,objective,,,,One of the objectives of the United Nations Organization (UNO) is to,establish a standing army,give loans to poor countries in the world,promote and encourage respect for human rights and freedoms,ensure African leaders are respected,C,https://myschool.ng/classroom/government/61190?exam_type=waec&exam_year=2021&type=obj&page=10
2021,10,47,objective,,,,The West African Youth League (WAYL) was a nationalist movement founded by,Bankole-Bright,ITA Wallace-Johnson,J.E. Casely Hayford,Samuel Akisanya,B,https://myschool.ng/classroom/government/61191?exam_type=waec&exam_year=2021&type=obj&page=10
2021,10,48,objective,,,,Commonwealth member states derive the following benefits from the association except,assistance to war-torn countries,promotion of education,political instability,promotion of sports,C,https://myschool.ng/classroom/government/61193?exam_type=waec&exam_year=2021&type=obj&page=10
2021,10,49,objective,,,,"The Economic Community of West African States (ECOWAS) is saddled with many problems, one of which is",colonial heritage,facilitation of movement of people,inter-state trading,sports and cultural exchange,A,https://myschool.ng/classroom/government/61194?exam_type=waec&exam_year=2021&type=obj&page=10
2021,10,50,objective,,,,In which system of government are all the component units sovereign?,Confederal,Federal,monarchical,Republican,A,https://myschool.ng/classroom/government/61195?exam_type=waec&exam_year=2021&type=obj&page=10
2022,1,1,objective,,,,Which political system allows only one ideology for the state?,socialism,aristocracy,communalism,capitalism,A,https://myschool.ng/classroom/government/62806?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,2,objective,,,,"In a representative government, citizens exercise their political power",directly,indirectly,in reverence for the political system,under undue political pressure,B,https://myschool.ng/classroom/government/62981?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,3,objective,,,,The essence of the concept of devolution is to cater for the interests of the,ruling governement,majority,minority,rule of law,B,https://myschool.ng/classroom/government/62983?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,4,constitution,,,,A country's constitution may be derived from which one of the following sources?,Educated elites,Civil society organisations,civil disobedience,Customs and conventions,D,https://myschool.ng/classroom/government/62986?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,5,objective,,,,One major problem associated with the cabinet system of government is the,abuse of power,frequent change of government,large number of ministers,supremacy of the executive,A,https://myschool.ng/classroom/government/62990?exam_type=waec&exam_year=2022&type=obj&page=1
2022,2,6,objective,,,,Representative governments around the world pay attention to public opinion because of the following factors except,protection of the government from media scrutiny,indication of government in good standing with the people,provision of feedback on implementation of government policies,national security concerns,A,https://myschool.ng/classroom/government/62992?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,7,objective,,,,The determination and execution of government policies is the core function of,Public Complain Commission,Public Service Commission,Civil Service,Judicial Service,C,https://myschool.ng/classroom/government/62994?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,8,objective,,,,Public corporation has a legal personality which means that,no legal suit can be brought against,it can sue and can be sued,it has ultimate power to make its own laws,there is a legal department that represents it,B,https://myschool.ng/classroom/government/62996?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,9,objective,,,,Local Government authorities may not receive cooperation from the local people due to the issue of,top bottom approach to development,accessibility to internet facilities,lack of support for the ruling governemnt,non availability of spiritual centres,C,https://myschool.ng/classroom/government/62999?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,10,objective,,,,Delegated legislation can be controlled by,report writing,press conferences,parliamentary question time,threat of secession,C,https://myschool.ng/classroom/government/63004?exam_type=waec&exam_year=2022&type=obj&page=2
2022,3,11,objective,,,,A one-party system imposed by law with all other parties proscribed is,a social party system,a de jure one party system,a communist political system,an elitist party system,B,https://myschool.ng/classroom/government/63010?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,12,objective,,,,Multi-party system is saddled with the problem of,divisiveness,limited choice,weak opposition,political consciousness,A,https://myschool.ng/classroom/government/63012?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,13,objective,,,,"One of the importance of voting in a democracy is that, it",is less expensive,ensures development for all voters,commits citizens to the political system,ensures winner takes all policy.,C,https://myschool.ng/classroom/government/63022?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,14,objective,,,,An electoral system in which the electorate elects a small group of people who in turn elects political office holders is known as,general election,second ballot system,Electoral college,local election,C,https://myschool.ng/classroom/government/63024?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,15,objective,,,,Most pressure groups especially in West Africa fail to achieve their goals as a result of,good governance,charisma of the president,transparency of the legislature,corrupt leadership,D,https://myschool.ng/classroom/government/63025?exam_type=waec&exam_year=2022&type=obj&page=3
2022,4,16,theory,,,,A pressure group which resorts to violence as a means of pressing home its demands is described as,anomic,associational,labour,attitudinal,A,https://myschool.ng/classroom/government/63026?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,17,objective,,,,"Press control is necessary for a state, particularly in the area of",the economy,auditor general's report,state security and secrets,foreign trade,C,https://myschool.ng/classroom/government/63028?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,18,objective,,,,The media helps to enrich discourse on national issues through its,marketing,editorial comments,sales and advertisement,correspondents,B,https://myschool.ng/classroom/government/63029?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,19,objective,,,,Information dissemination and communication in a political environment had been made faster and easier with the advent of,educated practitioners,press censorship,government spokemen,social media,D,https://myschool.ng/classroom/government/63033?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,20,objective,,,,The passing of laws by an arm of government to regulate society is the function of the,judiciary,executive,legislature,police,C,https://myschool.ng/classroom/government/63034?exam_type=waec&exam_year=2022&type=obj&page=4
2022,5,21,objective,,,,Militant nationalism in British West Africa after World War II sought to,kill British nationals,overthrow colonialism,stop the export of raw materials,stop the denigration of the African culture.,B,https://myschool.ng/classroom/government/63035?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,22,objective,,,,Proto-nationalism was a movement limited to the demands for,immediate end to colonialism,reforms of the political class and respect for African religion,western education,social amenities and political participation,B,https://myschool.ng/classroom/government/63036?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,23,objective,,,,The youth movement across British West African territories served as a spring board for the formation of,militant groups to fight and kill British officials,political parties to champion the course of self-rule,committees to represent the people,associations in pursuit of justice for the people,B,https://myschool.ng/classroom/government/63038?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,24,objective,,,,A country's foreign policy is foremost driven by,economy,location,natural resources,national interest,D,https://myschool.ng/classroom/government/63039?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,25,objective,,,,The first inter-territorial political movement organized in the 1920s which sought to bring all the British West African territories together to fight the colonial establishment was the,Aborigines Right Protection Society,West African Youth League,National Congress of British West African,WestAfrican Students Union,C,https://myschool.ng/classroom/government/63040?exam_type=waec&exam_year=2022&type=obj&page=5
2022,6,26,objective,,,,The African Union is unable to play its role on the global political scene very well due to the,inadequate system of education,low level of wages in the member countries,Outbreak of pandemic on the African continent,divided loyalty among member states.,D,https://myschool.ng/classroom/government/63043?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,27,objective,,,,Which of the following options does the Commonwealth of Nations commit resources to?,Use of a common currency,Superiority of the British Crown,British Leadership on all matters of diplomacy,Promotion of representative democracy,D,https://myschool.ng/classroom/government/63045?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,28,objective,,,,Which summit drew the road map for the implementation of the African Union?,Sirte Summit,Lusaka Summit,Lome Summit,Lagos summit,B,https://myschool.ng/classroom/government/63046?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,29,objective,,,,One of the benefits which the West African state derives from the United Nations is,equal opportunities of appointments to its highest office,permanent membership of the Security Council,greater access to all the organs of the United Nations,total eradication of poverty from the African continent,A,https://myschool.ng/classroom/government/63047?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,30,objective,,,,The Atlantic Charter gave birth to the,Commonwealth of Nations,Allied powers,United Nations,North Atlantic Treaty Organisation,C,https://myschool.ng/classroom/government/63049?exam_type=waec&exam_year=2022&type=obj&page=6
2022,7,31,objective,,,,Which of the following factors does not influence a country's foreign policy?,Human resources,Geographical location,System of education and number of universities,International laws and conventions,C,https://myschool.ng/classroom/government/63050?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,32,objective,,,,In which political system does the government control every aspect of a citizen's life?,communism,Dictatorship,Totalitarianism,Aristocracy,C,https://myschool.ng/classroom/government/63051?exam_type=waec&exam_year=2022&type=obj&page=7
