Year,Page,Question_Number,Question_Type,Instruction,Passage,Image_URLs,Question,OptionA,OptionB,OptionC,OptionD,Answer,Detail_URL
2020,3,12,objective,,,,The end of a performance is followed by ________,a curtain call,a curtain raiser,epilogue,interlude,A,https://myschool.ng/classroom/literature-in-english/58668?exam_type=waec&exam_year=2020&type=obj&page=3
2020,3,13,passage-based,,,,Read the lines and answer the question: The underlined words illustrate: Marching _along_ fifty score _strong_ Great hearted gentlemen singing this _song_,assonance,consonance,onomatopoeia,repetition,A,https://myschool.ng/classroom/literature-in-english/58672?exam_type=waec&exam_year=2020&type=obj&page=3
2020,3,14,objective,,,,A short poem with a witty or sarcastic ending is a/an __________,ballad,allegory,epigram,panegyric,C,https://myschool.ng/classroom/literature-in-english/58676?exam_type=waec&exam_year=2020&type=obj&page=3
2020,3,15,objective,,,,The big boulder blasted the house illustrates _________,alliteration,contrast,irony,paradox,A,https://myschool.ng/classroom/literature-in-english/58677?exam_type=waec&exam_year=2020&type=obj&page=3
2020,4,16,objective,,,,The dominant literary device used in the lines is ________,euphemism,hyperbole,paradox,understatement,C,https://myschool.ng/classroom/literature-in-english/58678?exam_type=waec&exam_year=2020&type=obj&page=4
2020,4,17,objective,,,,I find no peace and all my war is done I fear and hope. I burn and freeze like ice. The feeling of the narrator in the extract is to one of ________,Confusion,fatigue,love,joy,A,https://myschool.ng/classroom/literature-in-english/58681?exam_type=waec&exam_year=2020&type=obj&page=4
2020,4,18,objective,,,,Which of the following is written by an African playwright?,She Stoops to Conquer,A Raisin in the Sun,Lonely Days,The Blood of a stranger,D,https://myschool.ng/classroom/literature-in-english/58683?exam_type=waec&exam_year=2020&type=obj&page=4
2020,4,19,objective,,,,Which of the following is written by a Non-African poet?,Piano and Drums,The Dining Table,The Schoolboy,The Panic of Growing Older,C,https://myschool.ng/classroom/literature-in-english/58684?exam_type=waec&exam_year=2020&type=obj&page=4
2020,4,20,passage-based,,,,The most suitable title for the passage is ________,A Savage Struggle at Night,At Sea on a Stormy Night.,The Long Heaving Waves,The Million Voices in the Sea,B,https://myschool.ng/classroom/literature-in-english/58687?exam_type=waec&exam_year=2020&type=obj&page=4
2020,5,21,objective,,,,The predominant use of long vowels in the first sentence heightens the ______ of the waves,anger,expanse,great noise,endless movement,D,https://myschool.ng/classroom/literature-in-english/58688?exam_type=waec&exam_year=2020&type=obj&page=5
2020,5,22,objective,,,,The writer's attitude to the scene is one of _________,anxiety,awe,contempt,indiference,A,https://myschool.ng/classroom/literature-in-english/58689?exam_type=waec&exam_year=2020&type=obj&page=5
2020,5,23,objective,,,,The expression million voices is used as _________,conceit,euphemism,hyperbole,metonymy,C,https://myschool.ng/classroom/literature-in-english/58692?exam_type=waec&exam_year=2020&type=obj&page=5
2020,5,24,objective,,,,A ship in the last line symbolises _________,despair.,hope,pirates,sailors,B,https://myschool.ng/classroom/literature-in-english/58694?exam_type=waec&exam_year=2020&type=obj&page=5
2020,5,25,objective,,,,The theme is about the poet's _________,broken love affairs.,fee the stilly night.,sleepless night.,yearning for happier times gone,D,https://myschool.ng/classroom/literature-in-english/58698?exam_type=waec&exam_year=2020&type=obj&page=5
2020,6,26,objective,,,,The theme of the poem is presented essentially through ________,assonance,contrast.,paradox,repetition,B,https://myschool.ng/classroom/literature-in-english/58719?exam_type=waec&exam_year=2020&type=obj&page=6
2020,6,27,objective,,,,The two words that give hint of the poet's unhappiness are?,light and night,light and shone,night and dimm'd,Shone and dimm'd,C,https://myschool.ng/classroom/literature-in-english/58744?exam_type=waec&exam_year=2020&type=obj&page=6
2020,6,28,objective,,,,The poet refers to memory as being 'fond' and 'sad' because it brings?,cheers and smiles,love and joy,sorrow and pity,smiles and tears,D,https://myschool.ng/classroom/literature-in-english/58746?exam_type=waec&exam_year=2020&type=obj&page=6
2020,6,29,objective,,,,"The meaning of the expression, *Ere slumber's chain has bound me* is",after i wake up,before i sleep,before i dream,since i cannot sleep,D,https://myschool.ng/classroom/literature-in-english/58747?exam_type=waec&exam_year=2020&type=obj&page=6
2020,6,30,objective,,,,The speaker is _________,Cassio,Iago,Lodovico,Roderigo,B,https://myschool.ng/classroom/literature-in-english/58748?exam_type=waec&exam_year=2020&type=obj&page=6
2020,7,31,objective,,,,The listener's initial reaction to the speech is one of _________,anger,defiance,disbelief,regret,A,https://myschool.ng/classroom/literature-in-english/58751?exam_type=waec&exam_year=2020&type=obj&page=7
2020,7,32,objective,,,,The underlined expression implies an attitude of __________,callousness,hypocrisy,racism,tribalism,C,https://myschool.ng/classroom/literature-in-english/58752?exam_type=waec&exam_year=2020&type=obj&page=7
2020,7,33,objective,,,,... y' are robbed! refers to,Brabantio's r-ejection of Othello,Desdemona's stout defense of Othello,Iago's stealing of Rodrigo's purse,Othello's elopement with Desdemona,A,https://myschool.ng/classroom/literature-in-english/58753?exam_type=waec&exam_year=2020&type=obj&page=7
2020,7,34,objective,,,,The speaker is ________,at the citadel of Cyprus,In front of Brabantio's house,In the council chamber,outside the sagittary,B,https://myschool.ng/classroom/literature-in-english/58754?exam_type=waec&exam_year=2020&type=obj&page=7
2020,7,35,objective,,,,The speaker is,cassio,Iago,Duke,Roderigo,A,https://myschool.ng/classroom/literature-in-english/59334?exam_type=waec&exam_year=2020&type=obj&page=7
2020,8,36,objective,,,,The speaker is addressing,Cassio,Iago,Othelo,Roderigo,B,https://myschool.ng/classroom/literature-in-english/59335?exam_type=waec&exam_year=2020&type=obj&page=8
2020,8,37,objective,,,,The mood is that of,deceit,envy,hatred,regret,B,https://myschool.ng/classroom/literature-in-english/59336?exam_type=waec&exam_year=2020&type=obj&page=8
2020,8,38,objective,,,,.... *so good a commander* refers to,Brabantio,Duke,Othelo,Roderigo,C,https://myschool.ng/classroom/literature-in-english/59337?exam_type=waec&exam_year=2020&type=obj&page=8
2020,8,39,objective,,,,The underlined expression exemplifies __________,antithesis,apostrophe,chiasmus,euphemism,B,https://myschool.ng/classroom/literature-in-english/59338?exam_type=waec&exam_year=2020&type=obj&page=8
2020,8,40,objective,,,,".. he ..., referred to by Speaker X, is __________",Brabantio,Gratiano,Montano,Lodovico,A,https://myschool.ng/classroom/literature-in-english/59340?exam_type=waec&exam_year=2020&type=obj&page=8
2020,9,41,objective,,,,..do a desperate turn means _______,commit suicide,confront Duke,disown Desdemona,kill Othello,D,https://myschool.ng/classroom/literature-in-english/59341?exam_type=waec&exam_year=2020&type=obj&page=9
2020,9,42,objective,,,,Speaker Y's speech shows that _________,Cassio is to blame,Emilia is to blame,he is unrepentant,she is regretful,C,https://myschool.ng/classroom/literature-in-english/59342?exam_type=waec&exam_year=2020&type=obj&page=9
2020,9,43,objective,,,,Speaker Y has just ______,discovered lago's plan,"killed, Desdemona",ordered the arrest of lago,promoted Cassio,B,https://myschool.ng/classroom/literature-in-english/59343?exam_type=waec&exam_year=2020&type=obj&page=9
2020,9,44,objective,,,,Just after this dialogue __________,Cassio is killed,Emilia realises her culpability,lago gloats over his success,Roderigo fights Cassio,B,https://myschool.ng/classroom/literature-in-english/59344?exam_type=waec&exam_year=2020&type=obj&page=9
2020,9,45,objective,,,,The speaker is _________,Bianca,Cassio,Desdemona,Emilia,D,https://myschool.ng/classroom/literature-in-english/59345?exam_type=waec&exam_year=2020&type=obj&page=9
2020,10,46,objective,,,,The speaker has just been threatened by ________,Cassio,lago,Lodovico,Othello,D,https://myschool.ng/classroom/literature-in-english/59346?exam_type=waec&exam_year=2020&type=obj&page=10
2020,10,47,objective,,,,What has just happened is that _______,Emilia has confirmed her mistress's guilt,lago has openly confessed his crime,Othello has murdered his wife,Roderigo has realised lago is a fraud,C,https://myschool.ng/classroom/literature-in-english/59347?exam_type=waec&exam_year=2020&type=obj&page=10
2020,10,48,objective,,,,"Soon after this, the Speaker ________",attempts to run away,is arrested by Lodovico,is killed by lago,shows remorse,C,https://myschool.ng/classroom/literature-in-english/59348?exam_type=waec&exam_year=2020&type=obj&page=10
2020,10,49,objective,,,,This stage of the play is known as the _________,climax,conflict,dennouement,exposition,C,https://myschool.ng/classroom/literature-in-english/59349?exam_type=waec&exam_year=2020&type=obj&page=10
2021,1,1,objective,,,,Something a character says on stage that is meant for the audience alone is,an epilogue,a mine,a soliloguy,an aside,D,https://myschool.ng/classroom/literature-in-english/61643?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,2,objective,,,,A pause within a line of poetry is,an alliteration,a caesura,a metre,an assonance,B,https://myschool.ng/classroom/literature-in-english/61644?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,3,objective,,,,"A recurring idea, image, or a group of images that unifies a work of literature is",motif,allusion,legend,anecdote,A,https://myschool.ng/classroom/literature-in-english/61645?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,4,objective,,,,When you are old and grey and full of sleep. The rhythmic pattern of the above line is,anapestic,dactylic,trochaic,iambic,D,https://myschool.ng/classroom/literature-in-english/61646?exam_type=waec&exam_year=2021&type=obj&page=1
2021,1,5,objective,,,,An inscription on a tombstone is an,epitaph,epistle,epigram,ode,A,https://myschool.ng/classroom/literature-in-english/61647?exam_type=waec&exam_year=2021&type=obj&page=1
2021,2,6,objective,,,,"A three-line stanza, rhymed ABA, BCB, CDC is a",couplet,haiku,terza rima,heroic couplet,C,https://myschool.ng/classroom/literature-in-english/61648?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,7,objective,,,,The chorus normally features prominently in,poetry,the epic,the novel,drama,D,https://myschool.ng/classroom/literature-in-english/61653?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,8,theory,,,,A story which explains a natural phenomenon or justifies the beliefs of a society is A. myth B. legend C. motif D. fable,myth,legend,motif,fable,A,https://myschool.ng/classroom/literature-in-english/61654?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,9,objective,,,,The dominant literary device is,the epithet,the rhetorical question,verbal irony,paradox,B,https://myschool.ng/classroom/literature-in-english/61656?exam_type=waec&exam_year=2021&type=obj&page=2
2021,2,10,objective,,,,does it stink like rotten meat? makes use of the sense of,taste,touch,sight,smell,D,https://myschool.ng/classroom/literature-in-english/61657?exam_type=waec&exam_year=2021&type=obj&page=2
2021,3,11,objective,,,,The mood of the poem is one of,joy,doubt,anger,certainty,B,https://myschool.ng/classroom/literature-in-english/61658?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,12,objective,,,,a short play performed in the pause between the act of a longer play is,denouement,interlude,prologue,epilogue,B,https://myschool.ng/classroom/literature-in-english/61659?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,13,objective,,,,The most intense part of a conflict is the,resolution,climax,denouement,deus ex machina,B,https://myschool.ng/classroom/literature-in-english/61660?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,14,objective,,,,I feel a million times better than I felt yesterday is,an apostrophe,a euphemism,an irony,a hyperbole,D,https://myschool.ng/classroom/literature-in-english/61661?exam_type=waec&exam_year=2021&type=obj&page=3
2021,3,15,objective,,,,ldentify the odd item:,third-person narrative,literary appreciation,first-person narrative,epistolary technique,B,https://myschool.ng/classroom/literature-in-english/61663?exam_type=waec&exam_year=2021&type=obj&page=3
2021,4,16,objective,,,,A dramatist is someone who....plays,writes,dírects,commissions,promotes,A,https://myschool.ng/classroom/literature-in-english/61665?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,17,objective,,,,Nando's family lives within the lower income bracket illustrates,sarcasm,allusion,climax,euphemism,D,https://myschool.ng/classroom/literature-in-english/61670?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,18,objective,,,,A dramatic performance without words is,mime,an aside,a monologue,a soliloguy,A,https://myschool.ng/classroom/literature-in-english/61672?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,19,theory,,,,Utopia is a term used to describe,strange circumstances,difficult conditions,pleasant feelings,ideal societies,D,https://myschool.ng/classroom/literature-in-english/61673?exam_type=waec&exam_year=2021&type=obj&page=4
2021,4,20,objective,,,,The lawyer addressed the bench illustrates,simile,oxymoron,alliteration,metonymy,D,https://myschool.ng/classroom/literature-in-english/61674?exam_type=waec&exam_year=2021&type=obj&page=4
2021,5,21,passage-based,,,,The dominant feeling in the passage is that of,nostalgia,anger,expectancy,fear,A,https://myschool.ng/classroom/literature-in-english/61676?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,22,objective,,,,The feelings is conveyed by the,mouldings on the door,boys; actions,tender care of his mother,little girl's taunts,C,https://myschool.ng/classroom/literature-in-english/61677?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,23,passage-based,,,,The dominant literary device in the passage is,personification,antithesis,litotes,parallelism,D,https://myschool.ng/classroom/literature-in-english/61678?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,24,objective,,,,". ..and he had rushed at them, scattering them as some strieked and some laughed illustrates",onomatopoeia,climax,metaphor,metonymy,A,https://myschool.ng/classroom/literature-in-english/61680?exam_type=waec&exam_year=2021&type=obj&page=5
2021,5,25,objective,,,,The main character is,playful,inquisitive,sad,humorous,B,https://myschool.ng/classroom/literature-in-english/61681?exam_type=waec&exam_year=2021&type=obj&page=5
2021,6,26,objective,,,,The poem is about,debtors,dreams,costumes,appearances,D,https://myschool.ng/classroom/literature-in-english/61682?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,27,objective,,,,The poet's tone is,Supplicatory,defiant,conciliatory,compliant,D,https://myschool.ng/classroom/literature-in-english/61684?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,28,objective,,,,The rhyme scheme of the first stanza is,aabcc,ababac,aabbc,abbac,C,https://myschool.ng/classroom/literature-in-english/61685?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,29,objective,,,,The dominant mood is one of,sadness,fear,joy,optimism,A,https://myschool.ng/classroom/literature-in-english/61686?exam_type=waec&exam_year=2021&type=obj&page=6
2021,6,30,objective,,,,We wear the mask that grins and lies illustrate,irony,personification,synecdoche,alliteration,B,https://myschool.ng/classroom/literature-in-english/61687?exam_type=waec&exam_year=2021&type=obj&page=6
2021,7,31,objective,,,,Speaker X is,Hermia,Philostrate,Demetrius,Lysander,C,https://myschool.ng/classroom/literature-in-english/61722?exam_type=waec&exam_year=2021&type=obj&page=7
2021,7,32,objective,,,,Speaker Y is,Titania,Pease blossom,Hippolyta,Helena,D,https://myschool.ng/classroom/literature-in-english/61723?exam_type=waec&exam_year=2021&type=obj&page=7
2021,7,33,objective,,,,Speaker X sees Speaker Y,as a pretender,as a past lover,for the first time,for the last time,B,https://myschool.ng/classroom/literature-in-english/61724?exam_type=waec&exam_year=2021&type=obj&page=7
2021,7,34,objective,,,,Both speakers are in the woods,to hide from each other,to spy on each other,for different reasons,for the same reason,C,https://myschool.ng/classroom/literature-in-english/61725?exam_type=waec&exam_year=2021&type=obj&page=7
2021,7,35,objective,,,,Night evolves in the speakers',huge responsibilities,contracting feelings,despairing thoughts,erotic feelings,B,https://myschool.ng/classroom/literature-in-english/61726?exam_type=waec&exam_year=2021&type=obj&page=7
2021,8,36,objective,,,,The speaker is A. Bottom B. PeaseblossomC.,Bottom,Peaseblossom,Quince,Puck,C,https://myschool.ng/classroom/literature-in-english/61727?exam_type=waec&exam_year=2021&type=obj&page=8
2021,8,37,objective,,,,The speaker is addressing,artists,painters,actors,writers,C,https://myschool.ng/classroom/literature-in-english/61728?exam_type=waec&exam_year=2021&type=obj&page=8
2021,8,38,objective,,,,They intend to rehearse the play,a Midsummer Night's Dream,Pyramus and Thisby,The tradegy of lovers,The Battle of Royal,B,https://myschool.ng/classroom/literature-in-english/61729?exam_type=waec&exam_year=2021&type=obj&page=8
2021,8,39,objective,,,,The rehearsal is in preparation for,Egeus' acceptance of Lysander,the dance of the faries,Theseus' wedding,Titania waking up from a dream,C,https://myschool.ng/classroom/literature-in-english/61735?exam_type=waec&exam_year=2021&type=obj&page=8
2021,8,40,objective,,,,The main actors will be,Snug and Snout,Philostrate and Starveling,Mustardseed,Quince and Bottom,D,https://myschool.ng/classroom/literature-in-english/61736?exam_type=waec&exam_year=2021&type=obj&page=8
2021,9,41,objective,,,,Speaker X is,Titania,Hippolyta,snout,Oberon,A,https://myschool.ng/classroom/literature-in-english/61737?exam_type=waec&exam_year=2021&type=obj&page=9
2021,9,42,objective,,,,Speaker X has just,escaped from the city,fallen into a world of dreams,woken up from an induced sleep,abandoned a loved one,C,https://myschool.ng/classroom/literature-in-english/61738?exam_type=waec&exam_year=2021&type=obj&page=9
2021,9,43,objective,,,,Speaker Y is,Quince,Lysander,Demetrius,Bottom,D,https://myschool.ng/classroom/literature-in-english/61739?exam_type=waec&exam_year=2021&type=obj&page=9
2021,9,44,objective,,,,Speaker Y is a member of,Theseus' retinue,Titania's retinue,the group of actors,the group of lovers,C,https://myschool.ng/classroom/literature-in-english/61740?exam_type=waec&exam_year=2021&type=obj&page=9
2021,9,45,theory,,,,Speaker X's speech can be described as a,satire,conceit,paradox,parody,D,https://myschool.ng/classroom/literature-in-english/61741?exam_type=waec&exam_year=2021&type=obj&page=9
2021,10,46,objective,,,,The speaker is,Flute,Quince,Bottom,Philostrate,B,https://myschool.ng/classroom/literature-in-english/61742?exam_type=waec&exam_year=2021&type=obj&page=10
2021,10,47,objective,,,,The speech is part of the,prologue,epilogue,exposition,lyric,A,https://myschool.ng/classroom/literature-in-english/61744?exam_type=waec&exam_year=2021&type=obj&page=10
2021,10,48,objective,,,,The speaker is involved in putting on,a scene,skit,an act,a play,D,https://myschool.ng/classroom/literature-in-english/61745?exam_type=waec&exam_year=2021&type=obj&page=10
2021,10,49,objective,,,,The occasion is,the celebration of the royal marriage,the king's decision to banish Hermia,Oberon's threat to punish Titania,Titania falling in love with Bottom,A,https://myschool.ng/classroom/literature-in-english/61746?exam_type=waec&exam_year=2021&type=obj&page=10
2021,10,50,objective,,,,The speech is A. romanticB. satiric c. comicD. tragic,romantic,satiric,comic,tragic,C,https://myschool.ng/classroom/literature-in-english/61748?exam_type=waec&exam_year=2021&type=obj&page=10
2022,1,1,objective,,,,A novel that features spiritual apparitions as major character is,Epistolary,Gothic,Historical,Socialogical,B,https://myschool.ng/classroom/literature-in-english/65947?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,2,objective,,,,The literary term describing individuals in a work of literature is,characters,protagonist,narrator,villain,A,https://myschool.ng/classroom/literature-in-english/65948?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,3,passage-based,,Several hands stretched out for free meals at the refugee camp,,*Several hands stretched out for free meals at the refugee camp* illustrates,Antithesis,Euphemism,Litotes,Synecdoche,D,https://myschool.ng/classroom/literature-in-english/65954?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,4,objective,,,,A short play performed between the acts of a bigger play for entertainment is,an in media res,an interlude,an incantation,a deux ex machina,B,https://myschool.ng/classroom/literature-in-english/65955?exam_type=waec&exam_year=2022&type=obj&page=1
2022,1,5,objective,,,,"In literature, the two components of diction are",sentence construction and punctuation,vocabulary and punctuation,syntax and sentence construction,vocabulary and syntax,D,https://myschool.ng/classroom/literature-in-english/65957?exam_type=waec&exam_year=2022&type=obj&page=1
2022,2,6,objective,,,,A story with elements that have both literal and figurative meanings is,an allegory,a fable,a novella,an epistle,A,https://myschool.ng/classroom/literature-in-english/65961?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,7,passage-based,,My bounty is as boundless as the sea my love as deep,,*My bounty is as boundless as the sea my love as deep* The above lines illustrate,apostrophe,epigram,hyperbole,euphemism,C,https://myschool.ng/classroom/literature-in-english/66014?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,8,objective,,,,"In drama, catharsis is the",change of setting,conflict between two characters,resolution of conflict,purgation of emotion from tension,D,https://myschool.ng/classroom/literature-in-english/66016?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,9,objective,,,,The poem is,allegoric,didactic,metaphysical,romantic,B,https://myschool.ng/classroom/literature-in-english/66019?exam_type=waec&exam_year=2022&type=obj&page=2
2022,2,10,objective,,,,The tone of the poet is,jocular,harsh,mournful,sombre,D,https://myschool.ng/classroom/literature-in-english/66021?exam_type=waec&exam_year=2022&type=obj&page=2
2022,3,11,objective,,,,Lines 3 and 4 illustrate,antithesis,oxymoron,anti-climax,metonymy,A,https://myschool.ng/classroom/literature-in-english/66057?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,12,objective,,,,A word or a phrase that is repeated at regular intervals in a poem or a play is a,dirge,refrain,lullaby,verse,B,https://myschool.ng/classroom/literature-in-english/66060?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,13,objective,,,,*The warriors conquered my men and my country* illustrates the use of,Paradox,Litotes,Parallelism,Zeugma,D,https://myschool.ng/classroom/literature-in-english/66062?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,14,objective,,,,Disguise in drama mostly portrays the theme of,known identity,plain identity,unknown identity,mistaken identity,D,https://myschool.ng/classroom/literature-in-english/66091?exam_type=waec&exam_year=2022&type=obj&page=3
2022,3,15,objective,,,,"Men swift to see things *done* , do not *run* their commanding. The words in italics exemplify",pun,end rhyme,internal rhyme,paradox,C,https://myschool.ng/classroom/literature-in-english/66097?exam_type=waec&exam_year=2022&type=obj&page=3
2022,4,16,objective,,,,An aside in drama is used mostly to create a sense of,admiration,conspiracy,greatness,superiority,B,https://myschool.ng/classroom/literature-in-english/66100?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,17,objective,,,,"*More haste, less speed* illustrates the use of",anaphora,paradox,litotes,synecdoche,B,https://myschool.ng/classroom/literature-in-english/66104?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,18,passage-based,,Poetry gets bored of being alone It wants to go outdoors to chew the winds.,,*Poetry gets bored of being aloneIt wants to go outdoors to chew the winds.* The mental picture evoked in the above lines is that of,smell and touch,sight and hearing,taste and touch,sight and taste,D,https://myschool.ng/classroom/literature-in-english/66110?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,19,objective,,,,A novel that recounts the adventures of a likeable rogue is,panegyric,gothic,picaresque,grotesque,C,https://myschool.ng/classroom/literature-in-english/66114?exam_type=waec&exam_year=2022&type=obj&page=4
2022,4,20,passage-based,,"At the fall of their house, the widow lost her husband, her sewing machine and her ear-rings",,"*At the fall of their house, the widow lost her husband, her sewing machine and her ear-rings* illustrates",bathos,epigram,pathos,oxymoron,A,https://myschool.ng/classroom/literature-in-english/66117?exam_type=waec&exam_year=2022&type=obj&page=4
2022,5,21,objective,,,,The narrative technique used is,1st person,Dialogue,3rd person,stream of consciousness,C,https://myschool.ng/classroom/literature-in-english/66122?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,22,objective,,,,The reference to *mountain* illustrates,allusion,irony,parallelism,antithesis,A,https://myschool.ng/classroom/literature-in-english/66126?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,23,passage-based,,,,The overall feeling evoked by the passage is one of,anger,empathy,love,relief,B,https://myschool.ng/classroom/literature-in-english/66133?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,24,objective,,,,*Flood waters met in a mocking kiss* illustrates,contrast,euphemism,personification,litotes,C,https://myschool.ng/classroom/literature-in-english/66145?exam_type=waec&exam_year=2022&type=obj&page=5
2022,5,25,objective,,,,The last sentence conveys the mood of,anxiety,despondency,excitement,nonchalance,B,https://myschool.ng/classroom/literature-in-english/66151?exam_type=waec&exam_year=2022&type=obj&page=5
2022,6,26,objective,,,,The main theme of the poem is,evil of lying,hopeless hope,message of peace,message of war,A,https://myschool.ng/classroom/literature-in-english/66156?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,27,objective,,,,The tone of the speaker shows,contentment,helplessness,patience,resilience,B,https://myschool.ng/classroom/literature-in-english/66159?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,28,passage-based,,,,Did your read our minds in your lies? exemplifies,personification,oxymoron,pathetic fallacy,rhetorical question,D,https://myschool.ng/classroom/literature-in-english/66168?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,29,objective,,,,"But they have soothed us calmly, your lies illustrate",paradox,irony,synecdoche,zeugma,B,https://myschool.ng/classroom/literature-in-english/66172?exam_type=waec&exam_year=2022&type=obj&page=6
2022,6,30,objective,,,,The last lines of both stanzas present,Negative but similar ideas,opposite ideas,Positive but opposite ideas,similar ideas,D,https://myschool.ng/classroom/literature-in-english/66174?exam_type=waec&exam_year=2022&type=obj&page=6
2022,7,31,objective,,,,Who is the speaker?,Demetrius,Egeus,Hermia,Theseus,D,https://myschool.ng/classroom/literature-in-english/66176?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,32,objective,,,,Philostrate is,Clown of Hippolyta,Duke's entertainer,Fairy king's cuckold,Rival of Puck,B,https://myschool.ng/classroom/literature-in-english/66179?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,33,objective,,,,The speaker's attitude towards melancholy is,adoration,dislike,intolerance,tolerance,C,https://myschool.ng/classroom/literature-in-english/66182?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,34,objective,,,,While the speaker is talking,Egeus departs,Flute arrives,the fairies sing,Philostrate departs,D,https://myschool.ng/classroom/literature-in-english/66184?exam_type=waec&exam_year=2022&type=obj&page=7
2022,7,35,objective,,,,"To win Hippolyta's love, the speaker",disowned his friends,had to fight against her,killed his father,sent Puck away,B,https://myschool.ng/classroom/literature-in-english/66188?exam_type=waec&exam_year=2022&type=obj&page=7
2022,8,36,objective,,,,Speakers X and Y are,Demetrious and Puck,Lysander and Demetrius,Hermia and Helen,Lysander and Puck,A,https://myschool.ng/classroom/literature-in-english/66192?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,37,objective,,,,Speaker Y speaks in the voice of,Bottom,Demetrius,Oberon,Lysander,D,https://myschool.ng/classroom/literature-in-english/66196?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,38,objective,,,,Speaker Y's intention is to stop,plan,fight,plot,flight,B,https://myschool.ng/classroom/literature-in-english/66200?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,39,objective,,,,The wars are over,Helena,Titania,Hermia,Hippolyta,A,https://myschool.ng/classroom/literature-in-english/66202?exam_type=waec&exam_year=2022&type=obj&page=8
2022,8,40,theory,,,,Speaker Y's speech can be described as,cowardly,solemn,taunting,silly,C,https://myschool.ng/classroom/literature-in-english/66207?exam_type=waec&exam_year=2022&type=obj&page=8
2022,9,41,objective,,,,The speaker is,Egeus,Oberon,Puke,Theseus,B,https://myschool.ng/classroom/literature-in-english/66208?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,42,objective,,,,The relationship between the speaker and thou in the first line is one of,companionship,friendship,king and courtier,master and errand boy,C,https://myschool.ng/classroom/literature-in-english/66211?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,43,objective,,,,This sweet sight refers to,Bottom and Titania,Demetrius and Helena,Lysander and Hermia,Pyramus and Thisbe,A,https://myschool.ng/classroom/literature-in-english/66214?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,44,objective,,,,The pair are lovers by,accident,fate,design,fortune,C,https://myschool.ng/classroom/literature-in-english/66216?exam_type=waec&exam_year=2022&type=obj&page=9
2022,9,45,objective,,,,The speaker appears to be,blaming himself,commending the addressee,enjoying himself,lamenting the sight,A,https://myschool.ng/classroom/literature-in-english/66222?exam_type=waec&exam_year=2022&type=obj&page=9
2022,10,46,objective,,,,The speaker is,Bottom,Puck,Quince,Peaseblossom,A,https://myschool.ng/classroom/literature-in-english/66224?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,47,objective,,,,The speaker has just come out of,an appalling experience,a nightmare,an induced sleep,a rehearsal,A,https://myschool.ng/classroom/literature-in-english/66227?exam_type=waec&exam_year=2022&type=obj&page=10
2022,10,48,objective,,,,The architect of the speaker's current state is,Hippolyta,Oberon,Titania,Theseus,B,https://myschool.ng/classroom/literature-in-english/66230?exam_type=waec&exam_year=2022&type=obj&page=10
